sample interval	     V5	     V2
          16978	 -0.305	  0.000
          16979	 -0.320	 -0.005
          16980	 -0.325	 -0.005
          16981	 -0.335	 -0.015
          16982	 -0.325	  0.000
          16983	 -0.320	  0.005
          16984	 -0.335	  0.005
          16985	 -0.340	 -0.005
          16986	 -0.350	 -0.010
          16987	 -0.350	 -0.010
          16988	 -0.345	  0.000
          16989	 -0.345	  0.005
          16990	 -0.340	  0.005
          16991	 -0.345	  0.010
          16992	 -0.350	 -0.020
          16993	 -0.360	 -0.005
          16994	 -0.365	  0.000
          16995	 -0.355	  0.000
          16996	 -0.360	 -0.005
          16997	 -0.355	 -0.010
          16998	 -0.370	 -0.025
          16999	 -0.370	 -0.015
          17000	 -0.360	 -0.015
          17001	 -0.360	 -0.005
          17002	 -0.365	 -0.005
          17003	 -0.365	 -0.030
          17004	 -0.375	 -0.030
          17005	 -0.380	 -0.035
          17006	 -0.375	 -0.025
          17007	 -0.370	 -0.035
          17008	 -0.360	 -0.035
          17009	 -0.375	 -0.045
          17010	 -0.390	 -0.065
          17011	 -0.390	 -0.060
          17012	 -0.390	 -0.050
          17013	 -0.375	 -0.055
          17014	 -0.375	 -0.070
          17015	 -0.375	 -0.080
          17016	 -0.380	 -0.090
          17017	 -0.385	 -0.090
          17018	 -0.380	 -0.090
          17019	 -0.380	 -0.100
          17020	 -0.385	 -0.110
          17021	 -0.390	 -0.105
          17022	 -0.395	 -0.125
          17023	 -0.405	 -0.115
          17024	 -0.395	 -0.120
          17025	 -0.385	 -0.120
          17026	 -0.400	 -0.120
          17027	 -0.410	 -0.140
          17028	 -0.405	 -0.150
          17029	 -0.405	 -0.150
          17030	 -0.395	 -0.145
          17031	 -0.390	 -0.150
          17032	 -0.395	 -0.160
          17033	 -0.405	 -0.160
          17034	 -0.410	 -0.175
          17035	 -0.410	 -0.180
          17036	 -0.400	 -0.165
          17037	 -0.390	 -0.165
          17038	 -0.405	 -0.155
          17039	 -0.405	 -0.185
          17040	 -0.410	 -0.185
          17041	 -0.410	 -0.185
          17042	 -0.405	 -0.180
          17043	 -0.390	 -0.175
          17044	 -0.400	 -0.185
          17045	 -0.405	 -0.205
          17046	 -0.410	 -0.200
          17047	 -0.420	 -0.205
          17048	 -0.420	 -0.195
          17049	 -0.410	 -0.200
          17050	 -0.400	 -0.195
          17051	 -0.405	 -0.220
          17052	 -0.420	 -0.215
          17053	 -0.420	 -0.220
          17054	 -0.405	 -0.210
          17055	 -0.400	 -0.205
          17056	 -0.400	 -0.210
          17057	 -0.415	 -0.215
          17058	 -0.420	 -0.225
          17059	 -0.420	 -0.220
          17060	 -0.410	 -0.215
          17061	 -0.400	 -0.210
          17062	 -0.390	 -0.220
          17063	 -0.405	 -0.225
          17064	 -0.410	 -0.240
          17065	 -0.425	 -0.230
          17066	 -0.410	 -0.205
          17067	 -0.400	 -0.215
          17068	 -0.400	 -0.225
          17069	 -0.400	 -0.230
          17070	 -0.410	 -0.240
          17071	 -0.415	 -0.220
          17072	 -0.400	 -0.220
          17073	 -0.385	 -0.210
          17074	 -0.385	 -0.235
          17075	 -0.400	 -0.230
          17076	 -0.405	 -0.245
          17077	 -0.410	 -0.245
          17078	 -0.405	 -0.225
          17079	 -0.395	 -0.215
          17080	 -0.390	 -0.220
          17081	 -0.390	 -0.230
          17082	 -0.410	 -0.240
          17083	 -0.400	 -0.235
          17084	 -0.400	 -0.225
          17085	 -0.385	 -0.210
          17086	 -0.380	 -0.225
          17087	 -0.385	 -0.230
          17088	 -0.400	 -0.245
          17089	 -0.410	 -0.230
          17090	 -0.380	 -0.225
          17091	 -0.370	 -0.225
          17092	 -0.385	 -0.220
          17093	 -0.385	 -0.230
          17094	 -0.385	 -0.225
          17095	 -0.380	 -0.225
          17096	 -0.355	 -0.200
          17097	 -0.360	 -0.185
          17098	 -0.350	 -0.145
          17099	 -0.350	 -0.030
          17100	 -0.340	  0.295
          17101	 -0.320	  0.735
          17102	 -0.275	  0.880
          17103	 -0.205	  0.630
          17104	 -0.045	  0.335
          17105	  0.310	  0.175
          17106	  0.630	  0.125
          17107	  0.645	  0.075
          17108	  0.395	 -0.010
          17109	  0.125	 -0.100
          17110	  0.025	 -0.225
          17111	  0.020	 -0.390
          17112	  0.025	 -0.575
          17113	  0.025	 -0.785
          17114	  0.030	 -1.010
          17115	  0.030	 -1.245
          17116	  0.030	 -1.440
          17117	  0.035	 -1.610
          17118	  0.025	 -1.755
          17119	  0.000	 -1.905
          17120	 -0.010	 -2.080
          17121	 -0.020	 -2.285
          17122	 -0.020	 -2.490
          17123	 -0.020	 -2.665
          17124	 -0.035	 -2.775
          17125	 -0.075	 -2.865
          17126	 -0.100	 -2.960
          17127	 -0.120	 -3.030
          17128	 -0.165	 -3.080
          17129	 -0.240	 -3.125
          17130	 -0.315	 -3.160
          17131	 -0.395	 -3.165
          17132	 -0.450	 -3.180
          17133	 -0.510	 -3.180
          17134	 -0.595	 -3.185
          17135	 -0.675	 -3.215
          17136	 -0.705	 -3.200
          17137	 -0.690	 -3.190
          17138	 -0.630	 -3.170
          17139	 -0.585	 -3.155
          17140	 -0.545	 -3.130
          17141	 -0.540	 -3.075
          17142	 -0.550	 -3.020
          17143	 -0.545	 -2.905
          17144	 -0.535	 -2.770
          17145	 -0.520	 -2.595
          17146	 -0.510	 -2.400
          17147	 -0.495	 -2.180
          17148	 -0.470	 -1.940
          17149	 -0.430	 -1.680
          17150	 -0.380	 -1.400
          17151	 -0.360	 -1.150
          17152	 -0.375	 -0.910
          17153	 -0.400	 -0.710
          17154	 -0.410	 -0.495
          17155	 -0.425	 -0.290
          17156	 -0.430	 -0.105
          17157	 -0.420	  0.085
          17158	 -0.420	  0.265
          17159	 -0.440	  0.400
          17160	 -0.425	  0.510
          17161	 -0.425	  0.600
          17162	 -0.410	  0.670
          17163	 -0.390	  0.730
          17164	 -0.380	  0.780
          17165	 -0.385	  0.815
          17166	 -0.405	  0.845
          17167	 -0.390	  0.890
          17168	 -0.400	  0.940
          17169	 -0.375	  0.975
          17170	 -0.380	  1.010
          17171	 -0.385	  1.025
          17172	 -0.400	  1.045
          17173	 -0.400	  1.085
          17174	 -0.400	  1.125
          17175	 -0.385	  1.160
          17176	 -0.395	  1.190
          17177	 -0.395	  1.200
          17178	 -0.395	  1.230
          17179	 -0.390	  1.265
          17180	 -0.375	  1.305
          17181	 -0.350	  1.325
          17182	 -0.350	  1.365
          17183	 -0.345	  1.385
          17184	 -0.355	  1.410
          17185	 -0.355	  1.450
          17186	 -0.340	  1.480
          17187	 -0.340	  1.520
          17188	 -0.350	  1.555
          17189	 -0.350	  1.570
          17190	 -0.355	  1.595
          17191	 -0.350	  1.630
          17192	 -0.350	  1.675
          17193	 -0.335	  1.715
          17194	 -0.330	  1.755
          17195	 -0.340	  1.760
          17196	 -0.350	  1.795
          17197	 -0.320	  1.835
          17198	 -0.300	  1.870
          17199	 -0.280	  1.900
          17200	 -0.285	  1.920
          17201	 -0.275	  1.915
          17202	 -0.275	  1.930
          17203	 -0.280	  1.945
          17204	 -0.250	  1.975
          17205	 -0.230	  1.990
          17206	 -0.220	  1.990
          17207	 -0.225	  1.975
          17208	 -0.230	  1.960
          17209	 -0.230	  1.955
          17210	 -0.225	  1.960
          17211	 -0.210	  1.945
          17212	 -0.200	  1.920
          17213	 -0.200	  1.895
          17214	 -0.205	  1.850
          17215	 -0.205	  1.815
          17216	 -0.205	  1.790
          17217	 -0.190	  1.750
          17218	 -0.190	  1.705
          17219	 -0.190	  1.635
          17220	 -0.200	  1.565
          17221	 -0.180	  1.510
          17222	 -0.175	  1.465
          17223	 -0.175	  1.405
          17224	 -0.170	  1.330
          17225	 -0.180	  1.255
          17226	 -0.185	  1.175
          17227	 -0.185	  1.115
          17228	 -0.170	  1.065
          17229	 -0.165	  1.000
          17230	 -0.170	  0.945
          17231	 -0.175	  0.865
          17232	 -0.180	  0.780
          17233	 -0.190	  0.725
          17234	 -0.175	  0.685
          17235	 -0.175	  0.620
          17236	 -0.195	  0.565
          17237	 -0.200	  0.490
          17238	 -0.210	  0.435
          17239	 -0.225	  0.390
          17240	 -0.215	  0.340
          17241	 -0.200	  0.315
          17242	 -0.210	  0.275
          17243	 -0.225	  0.235
          17244	 -0.250	  0.195
          17245	 -0.275	  0.175
          17246	 -0.270	  0.170
          17247	 -0.260	  0.155
          17248	 -0.270	  0.135
          17249	 -0.270	  0.100
          17250	 -0.280	  0.085
          17251	 -0.295	  0.095
          17252	 -0.290	  0.080
          17253	 -0.285	  0.075
          17254	 -0.295	  0.065
          17255	 -0.310	  0.045
          17256	 -0.305	  0.040
          17257	 -0.315	  0.035
          17258	 -0.300	  0.040
          17259	 -0.280	  0.030
          17260	 -0.280	  0.030
          17261	 -0.295	  0.005
          17262	 -0.305	 -0.010
          17263	 -0.315	 -0.015
          17264	 -0.295	 -0.015
          17265	 -0.305	 -0.015
          17266	 -0.300	 -0.035
          17267	 -0.305	 -0.055
          17268	 -0.305	 -0.080
          17269	 -0.305	 -0.075
          17270	 -0.295	 -0.065
          17271	 -0.280	 -0.070
          17272	 -0.295	 -0.075
          17273	 -0.305	 -0.090
          17274	 -0.310	 -0.105
          17275	 -0.305	 -0.095
          17276	 -0.300	 -0.085
          17277	 -0.285	 -0.075
          17278	 -0.290	 -0.070
          17279	 -0.290	 -0.070
          17280	 -0.300	 -0.075
          17281	 -0.315	 -0.085
          17282	 -0.325	 -0.065
          17283	 -0.320	 -0.070
          17284	 -0.355	 -0.070
          17285	 -0.360	 -0.075
          17286	 -0.365	 -0.090
          17287	 -0.365	 -0.090
          17288	 -0.355	 -0.075
          17289	 -0.350	 -0.060
          17290	 -0.355	 -0.070
          17291	 -0.375	 -0.095
          17292	 -0.380	 -0.095
          17293	 -0.380	 -0.100
          17294	 -0.375	 -0.085
          17295	 -0.365	 -0.090
          17296	 -0.375	 -0.095
          17297	 -0.385	 -0.115
          17298	 -0.385	 -0.115
          17299	 -0.390	 -0.120
          17300	 -0.380	 -0.110
          17301	 -0.375	 -0.115
          17302	 -0.380	 -0.115
          17303	 -0.375	 -0.135
          17304	 -0.385	 -0.150
          17305	 -0.400	 -0.140
          17306	 -0.395	 -0.135
          17307	 -0.395	 -0.150
          17308	 -0.380	 -0.155
          17309	 -0.385	 -0.165
          17310	 -0.385	 -0.190
          17311	 -0.390	 -0.180
          17312	 -0.400	 -0.175
          17313	 -0.400	 -0.185
          17314	 -0.405	 -0.180
          17315	 -0.400	 -0.200
          17316	 -0.395	 -0.200
          17317	 -0.400	 -0.205
          17318	 -0.395	 -0.200
          17319	 -0.395	 -0.205
          17320	 -0.390	 -0.205
          17321	 -0.400	 -0.215
          17322	 -0.405	 -0.225
          17323	 -0.410	 -0.220
          17324	 -0.415	 -0.220
          17325	 -0.405	 -0.220
          17326	 -0.410	 -0.220
          17327	 -0.415	 -0.230
          17328	 -0.415	 -0.240
          17329	 -0.420	 -0.235
          17330	 -0.400	 -0.235
          17331	 -0.390	 -0.215
          17332	 -0.385	 -0.240
          17333	 -0.395	 -0.240
          17334	 -0.405	 -0.255
          17335	 -0.410	 -0.240
          17336	 -0.405	 -0.240
          17337	 -0.395	 -0.225
          17338	 -0.390	 -0.225
          17339	 -0.380	 -0.230
          17340	 -0.380	 -0.250
          17341	 -0.390	 -0.240
          17342	 -0.390	 -0.230
          17343	 -0.375	 -0.230
          17344	 -0.375	 -0.235
          17345	 -0.380	 -0.245
          17346	 -0.390	 -0.250
          17347	 -0.400	 -0.255
          17348	 -0.395	 -0.235
          17349	 -0.385	 -0.220
          17350	 -0.395	 -0.240
          17351	 -0.400	 -0.245
          17352	 -0.410	 -0.260
          17353	 -0.410	 -0.250
          17354	 -0.400	 -0.240
          17355	 -0.385	 -0.240
          17356	 -0.395	 -0.240
          17357	 -0.405	 -0.250
          17358	 -0.410	 -0.250
          17359	 -0.410	 -0.240
          17360	 -0.395	 -0.235
          17361	 -0.390	 -0.245
          17362	 -0.385	 -0.240
          17363	 -0.375	 -0.235
          17364	 -0.380	 -0.260
          17365	 -0.380	 -0.245
          17366	 -0.375	 -0.230
          17367	 -0.365	 -0.220
          17368	 -0.380	 -0.235
          17369	 -0.385	 -0.255
          17370	 -0.385	 -0.250
          17371	 -0.380	 -0.240
          17372	 -0.370	 -0.235
          17373	 -0.350	 -0.240
          17374	 -0.345	 -0.230
          17375	 -0.350	 -0.235
          17376	 -0.360	 -0.250
          17377	 -0.355	 -0.235
          17378	 -0.350	 -0.225
          17379	 -0.345	 -0.220
          17380	 -0.345	 -0.220
          17381	 -0.335	 -0.215
          17382	 -0.335	 -0.205
          17383	 -0.335	 -0.180
          17384	 -0.320	 -0.080
          17385	 -0.305	  0.165
          17386	 -0.280	  0.585
          17387	 -0.255	  0.860
          17388	 -0.225	  0.730
          17389	 -0.130	  0.425
          17390	  0.155	  0.255
          17391	  0.535	  0.205
          17392	  0.740	  0.170
          17393	  0.575	  0.115
          17394	  0.265	  0.055
          17395	  0.090	  0.000
          17396	  0.070	 -0.070
          17397	  0.100	 -0.195
          17398	  0.120	 -0.350
          17399	  0.120	 -0.575
          17400	  0.120	 -0.815
          17401	  0.125	 -1.070
          17402	  0.140	 -1.325
          17403	  0.145	 -1.580
          17404	  0.135	 -1.865
          17405	  0.115	 -2.125
          17406	  0.085	 -2.330
          17407	  0.070	 -2.475
          17408	  0.075	 -2.575
          17409	  0.095	 -2.665
          17410	  0.115	 -2.730
          17411	  0.115	 -2.810
          17412	  0.100	 -2.915
          17413	  0.100	 -3.010
          17414	  0.080	 -3.060
          17415	  0.045	 -3.100
          17416	 -0.020	 -3.115
          17417	 -0.080	 -3.150
          17418	 -0.120	 -3.180
          17419	 -0.180	 -3.180
          17420	 -0.260	 -3.175
          17421	 -0.350	 -3.190
          17422	 -0.425	 -3.190
          17423	 -0.445	 -3.205
          17424	 -0.420	 -3.190
          17425	 -0.395	 -3.180
          17426	 -0.385	 -3.130
          17427	 -0.385	 -3.090
          17428	 -0.410	 -3.020
          17429	 -0.450	 -2.935
          17430	 -0.490	 -2.815
          17431	 -0.485	 -2.655
          17432	 -0.480	 -2.480
          17433	 -0.460	 -2.295
          17434	 -0.435	 -2.065
          17435	 -0.420	 -1.840
          17436	 -0.435	 -1.585
          17437	 -0.445	 -1.330
          17438	 -0.430	 -1.090
          17439	 -0.420	 -0.865
          17440	 -0.405	 -0.625
          17441	 -0.420	 -0.420
          17442	 -0.425	 -0.230
          17443	 -0.420	 -0.045
          17444	 -0.410	  0.100
          17445	 -0.400	  0.240
          17446	 -0.400	  0.380
          17447	 -0.410	  0.495
          17448	 -0.400	  0.590
          17449	 -0.410	  0.670
          17450	 -0.395	  0.730
          17451	 -0.390	  0.795
          17452	 -0.385	  0.815
          17453	 -0.380	  0.855
          17454	 -0.385	  0.885
          17455	 -0.380	  0.935
          17456	 -0.360	  0.975
          17457	 -0.340	  1.015
          17458	 -0.340	  1.055
          17459	 -0.340	  1.075
          17460	 -0.345	  1.110
          17461	 -0.345	  1.155
          17462	 -0.340	  1.200
          17463	 -0.340	  1.245
          17464	 -0.345	  1.285
          17465	 -0.340	  1.305
          17466	 -0.335	  1.355
          17467	 -0.330	  1.385
          17468	 -0.310	  1.435
          17469	 -0.310	  1.475
          17470	 -0.305	  1.510
          17471	 -0.310	  1.540
          17472	 -0.330	  1.580
          17473	 -0.310	  1.625
          17474	 -0.310	  1.670
          17475	 -0.295	  1.710
          17476	 -0.300	  1.750
          17477	 -0.305	  1.780
          17478	 -0.300	  1.815
          17479	 -0.300	  1.860
          17480	 -0.285	  1.900
          17481	 -0.265	  1.935
          17482	 -0.270	  1.950
          17483	 -0.270	  1.980
          17484	 -0.275	  2.015
          17485	 -0.265	  2.030
          17486	 -0.240	  2.055
          17487	 -0.230	  2.065
          17488	 -0.225	  2.090
          17489	 -0.215	  2.085
          17490	 -0.215	  2.075
          17491	 -0.195	  2.085
          17492	 -0.185	  2.085
          17493	 -0.165	  2.080
          17494	 -0.160	  2.060
          17495	 -0.160	  2.025
          17496	 -0.155	  1.990
          17497	 -0.160	  1.975
          17498	 -0.150	  1.955
          17499	 -0.130	  1.915
          17500	 -0.130	  1.885
          17501	 -0.130	  1.820
          17502	 -0.125	  1.745
          17503	 -0.130	  1.710
          17504	 -0.110	  1.650
          17505	 -0.115	  1.595
          17506	 -0.105	  1.520
          17507	 -0.115	  1.445
          17508	 -0.115	  1.370
          17509	 -0.110	  1.305
          17510	 -0.095	  1.245
          17511	 -0.080	  1.185
          17512	 -0.080	  1.110
          17513	 -0.100	  1.035
          17514	 -0.095	  0.955
          17515	 -0.110	  0.905
          17516	 -0.100	  0.850
          17517	 -0.095	  0.795
          17518	 -0.090	  0.740
          17519	 -0.100	  0.660
          17520	 -0.115	  0.590
          17521	 -0.115	  0.555
          17522	 -0.125	  0.510
          17523	 -0.120	  0.470
          17524	 -0.135	  0.420
          17525	 -0.135	  0.370
          17526	 -0.140	  0.330
          17527	 -0.150	  0.295
          17528	 -0.155	  0.275
          17529	 -0.140	  0.250
          17530	 -0.145	  0.210
          17531	 -0.155	  0.180
          17532	 -0.160	  0.135
          17533	 -0.170	  0.130
          17534	 -0.160	  0.115
          17535	 -0.160	  0.095
          17536	 -0.175	  0.075
          17537	 -0.170	  0.055
          17538	 -0.190	  0.020
          17539	 -0.190	  0.015
          17540	 -0.195	  0.025
          17541	 -0.180	  0.020
          17542	 -0.175	  0.005
          17543	 -0.190	 -0.015
          17544	 -0.190	 -0.035
          17545	 -0.200	 -0.035
          17546	 -0.190	 -0.030
          17547	 -0.185	 -0.035
          17548	 -0.180	 -0.030
          17549	 -0.195	 -0.045
          17550	 -0.205	 -0.055
          17551	 -0.205	 -0.060
          17552	 -0.195	 -0.050
          17553	 -0.200	 -0.045
          17554	 -0.195	 -0.035
          17555	 -0.190	 -0.060
          17556	 -0.210	 -0.065
          17557	 -0.220	 -0.050
          17558	 -0.205	 -0.030
          17559	 -0.200	 -0.040
          17560	 -0.200	 -0.050
          17561	 -0.200	 -0.055
          17562	 -0.205	 -0.070
          17563	 -0.205	 -0.060
          17564	 -0.205	 -0.050
          17565	 -0.195	 -0.050
          17566	 -0.200	 -0.055
          17567	 -0.200	 -0.050
          17568	 -0.215	 -0.060
          17569	 -0.220	 -0.050
          17570	 -0.215	 -0.050
          17571	 -0.200	 -0.040
          17572	 -0.205	 -0.040
          17573	 -0.215	 -0.055
          17574	 -0.225	 -0.075
          17575	 -0.225	 -0.060
          17576	 -0.220	 -0.045
          17577	 -0.215	 -0.055
          17578	 -0.210	 -0.040
          17579	 -0.215	 -0.055
          17580	 -0.230	 -0.060
          17581	 -0.245	 -0.040
          17582	 -0.245	 -0.030
          17583	 -0.240	 -0.025
          17584	 -0.245	 -0.025
          17585	 -0.250	 -0.040
          17586	 -0.260	 -0.040
          17587	 -0.270	 -0.040
          17588	 -0.265	 -0.035
          17589	 -0.255	 -0.040
          17590	 -0.260	 -0.040
          17591	 -0.265	 -0.065
          17592	 -0.265	 -0.055
          17593	 -0.275	 -0.050
          17594	 -0.265	 -0.055
          17595	 -0.255	 -0.050
          17596	 -0.255	 -0.065
          17597	 -0.265	 -0.085
          17598	 -0.270	 -0.110
          17599	 -0.265	 -0.120
          17600	 -0.260	 -0.125
          17601	 -0.245	 -0.140
          17602	 -0.235	 -0.165
          17603	 -0.245	 -0.165
          17604	 -0.245	 -0.185
          17605	 -0.235	 -0.200
          17606	 -0.240	 -0.190
          17607	 -0.225	 -0.195
          17608	 -0.235	 -0.210
          17609	 -0.250	 -0.240
          17610	 -0.265	 -0.240
          17611	 -0.260	 -0.240
          17612	 -0.255	 -0.225
          17613	 -0.255	 -0.205
          17614	 -0.250	 -0.205
          17615	 -0.265	 -0.215
          17616	 -0.285	 -0.240
          17617	 -0.295	 -0.230
          17618	 -0.290	 -0.220
          17619	 -0.300	 -0.220
          17620	 -0.295	 -0.230
          17621	 -0.315	 -0.240
          17622	 -0.325	 -0.245
          17623	 -0.330	 -0.240
          17624	 -0.320	 -0.225
          17625	 -0.305	 -0.230
          17626	 -0.310	 -0.225
          17627	 -0.330	 -0.235
          17628	 -0.330	 -0.250
          17629	 -0.345	 -0.250
          17630	 -0.330	 -0.225
          17631	 -0.315	 -0.235
          17632	 -0.320	 -0.245
          17633	 -0.325	 -0.245
          17634	 -0.335	 -0.260
          17635	 -0.350	 -0.260
          17636	 -0.330	 -0.245
          17637	 -0.325	 -0.240
          17638	 -0.330	 -0.245
          17639	 -0.335	 -0.260
          17640	 -0.350	 -0.265
          17641	 -0.350	 -0.255
          17642	 -0.345	 -0.245
          17643	 -0.335	 -0.250
          17644	 -0.330	 -0.250
          17645	 -0.350	 -0.275
          17646	 -0.350	 -0.265
          17647	 -0.355	 -0.270
          17648	 -0.350	 -0.255
          17649	 -0.340	 -0.255
          17650	 -0.340	 -0.245
          17651	 -0.345	 -0.265
          17652	 -0.350	 -0.270
          17653	 -0.360	 -0.265
          17654	 -0.355	 -0.250
          17655	 -0.345	 -0.250
          17656	 -0.340	 -0.250
          17657	 -0.340	 -0.260
          17658	 -0.355	 -0.260
          17659	 -0.350	 -0.260
          17660	 -0.345	 -0.260
          17661	 -0.340	 -0.255
          17662	 -0.335	 -0.255
          17663	 -0.340	 -0.270
          17664	 -0.345	 -0.265
          17665	 -0.350	 -0.265
          17666	 -0.335	 -0.240
          17667	 -0.335	 -0.235
          17668	 -0.325	 -0.225
          17669	 -0.330	 -0.215
          17670	 -0.335	 -0.195
          17671	 -0.310	 -0.085
          17672	 -0.310	  0.170
          17673	 -0.270	  0.545
          17674	 -0.240	  0.765
          17675	 -0.200	  0.600
          17676	 -0.110	  0.355
          17677	  0.145	  0.220
          17678	  0.510	  0.190
          17679	  0.710	  0.170
          17680	  0.575	  0.135
          17681	  0.290	  0.085
          17682	  0.090	  0.065
          17683	  0.050	  0.020
          17684	  0.060	 -0.045
          17685	  0.110	 -0.130
          17686	  0.115	 -0.285
          17687	  0.125	 -0.480
          17688	  0.125	 -0.700
          17689	  0.140	 -0.925
          17690	  0.175	 -1.140
          17691	  0.190	 -1.365
          17692	  0.190	 -1.610
          17693	  0.185	 -1.865
          17694	  0.170	 -2.100
          17695	  0.150	 -2.265
          17696	  0.150	 -2.390
          17697	  0.165	 -2.520
          17698	  0.190	 -2.605
          17699	  0.180	 -2.685
          17700	  0.155	 -2.760
          17701	  0.145	 -2.840
          17702	  0.135	 -2.915
          17703	  0.140	 -2.975
          17704	  0.105	 -3.035
          17705	  0.055	 -3.095
          17706	 -0.015	 -3.125
          17707	 -0.075	 -3.130
          17708	 -0.110	 -3.135
          17709	 -0.165	 -3.155
          17710	 -0.270	 -3.160
          17711	 -0.370	 -3.180
          17712	 -0.480	 -3.185
          17713	 -0.515	 -3.170
          17714	 -0.510	 -3.160
          17715	 -0.480	 -3.145
          17716	 -0.460	 -3.130
          17717	 -0.455	 -3.115
          17718	 -0.470	 -3.080
          17719	 -0.490	 -3.010
          17720	 -0.495	 -2.910
          17721	 -0.505	 -2.795
          17722	 -0.525	 -2.680
          17723	 -0.555	 -2.555
          17724	 -0.550	 -2.415
          17725	 -0.545	 -2.220
          17726	 -0.520	 -2.000
          17727	 -0.505	 -1.780
          17728	 -0.515	 -1.540
          17729	 -0.510	 -1.320
          17730	 -0.525	 -1.100
          17731	 -0.520	 -0.865
          17732	 -0.500	 -0.630
          17733	 -0.485	 -0.435
          17734	 -0.490	 -0.240
          17735	 -0.495	 -0.075
          17736	 -0.515	  0.060
          17737	 -0.530	  0.200
          17738	 -0.525	  0.320
          17739	 -0.510	  0.455
          17740	 -0.495	  0.560
          17741	 -0.485	  0.640
          17742	 -0.485	  0.695
          17743	 -0.490	  0.755
          17744	 -0.480	  0.825
          17745	 -0.465	  0.860
          17746	 -0.455	  0.895
          17747	 -0.470	  0.930
          17748	 -0.465	  0.950
          17749	 -0.465	  1.015
          17750	 -0.460	  1.045
          17751	 -0.450	  1.085
          17752	 -0.445	  1.115
          17753	 -0.470	  1.140
          17754	 -0.455	  1.190
          17755	 -0.470	  1.225
          17756	 -0.460	  1.270
          17757	 -0.450	  1.315
          17758	 -0.455	  1.345
          17759	 -0.470	  1.385
          17760	 -0.460	  1.420
          17761	 -0.475	  1.455
          17762	 -0.465	  1.505
          17763	 -0.445	  1.535
          17764	 -0.440	  1.570
          17765	 -0.455	  1.590
          17766	 -0.465	  1.635
          17767	 -0.465	  1.670
          17768	 -0.465	  1.730
          17769	 -0.450	  1.760
          17770	 -0.435	  1.795
          17771	 -0.435	  1.830
          17772	 -0.455	  1.850
          17773	 -0.445	  1.900
          17774	 -0.440	  1.945
          17775	 -0.425	  1.975
          17776	 -0.420	  2.015
          17777	 -0.415	  2.025
          17778	 -0.425	  2.030
          17779	 -0.410	  2.065
          17780	 -0.405	  2.095
          17781	 -0.395	  2.110
          17782	 -0.385	  2.115
          17783	 -0.375	  2.120
          17784	 -0.385	  2.110
          17785	 -0.375	  2.115
          17786	 -0.360	  2.110
          17787	 -0.350	  2.105
          17788	 -0.340	  2.085
          17789	 -0.340	  2.055
          17790	 -0.325	  2.020
          17791	 -0.330	  2.000
          17792	 -0.300	  1.965
          17793	 -0.290	  1.930
          17794	 -0.275	  1.880
          17795	 -0.280	  1.815
          17796	 -0.275	  1.755
          17797	 -0.275	  1.695
          17798	 -0.260	  1.640
          17799	 -0.240	  1.590
          17800	 -0.250	  1.510
          17801	 -0.235	  1.430
          17802	 -0.240	  1.350
          17803	 -0.235	  1.290
          17804	 -0.230	  1.235
          17805	 -0.225	  1.165
          17806	 -0.225	  1.100
          17807	 -0.225	  1.020
          17808	 -0.240	  0.960
          17809	 -0.245	  0.915
          17810	 -0.230	  0.860
          17811	 -0.225	  0.810
          17812	 -0.230	  0.750
          17813	 -0.240	  0.690
          17814	 -0.250	  0.635
          17815	 -0.255	  0.590
          17816	 -0.255	  0.550
          17817	 -0.240	  0.500
          17818	 -0.255	  0.455
          17819	 -0.260	  0.400
          17820	 -0.265	  0.350
          17821	 -0.280	  0.320
          17822	 -0.280	  0.295
          17823	 -0.275	  0.275
          17824	 -0.285	  0.235
          17825	 -0.285	  0.205
          17826	 -0.300	  0.165
          17827	 -0.310	  0.140
          17828	 -0.305	  0.135
          17829	 -0.300	  0.120
          17830	 -0.300	  0.095
          17831	 -0.315	  0.065
          17832	 -0.325	  0.045
          17833	 -0.330	  0.035
          17834	 -0.320	  0.035
          17835	 -0.320	  0.025
          17836	 -0.320	  0.005
          17837	 -0.335	  0.000
          17838	 -0.340	 -0.025
          17839	 -0.335	 -0.020
          17840	 -0.335	 -0.020
          17841	 -0.325	 -0.025
          17842	 -0.325	 -0.030
          17843	 -0.325	 -0.050
          17844	 -0.335	 -0.060
          17845	 -0.350	 -0.060
          17846	 -0.335	 -0.055
          17847	 -0.320	 -0.050
          17848	 -0.320	 -0.055
          17849	 -0.325	 -0.055
          17850	 -0.320	 -0.065
          17851	 -0.345	 -0.055
          17852	 -0.335	 -0.060
          17853	 -0.325	 -0.050
          17854	 -0.320	 -0.050
          17855	 -0.335	 -0.070
          17856	 -0.340	 -0.075
          17857	 -0.335	 -0.070
          17858	 -0.330	 -0.055
          17859	 -0.325	 -0.050
          17860	 -0.320	 -0.055
          17861	 -0.330	 -0.070
          17862	 -0.345	 -0.070
          17863	 -0.340	 -0.065
          17864	 -0.325	 -0.060
          17865	 -0.315	 -0.050
          17866	 -0.315	 -0.050
          17867	 -0.325	 -0.070
          17868	 -0.330	 -0.055
          17869	 -0.345	 -0.055
          17870	 -0.325	 -0.045
          17871	 -0.315	 -0.045
          17872	 -0.330	 -0.035
          17873	 -0.325	 -0.055
          17874	 -0.335	 -0.060
          17875	 -0.345	 -0.055
          17876	 -0.330	 -0.040
          17877	 -0.320	 -0.045
